#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1655935346 426912150 406008224 0 5014874 19271709 18857921 20571 437 92732.08 93600.74 2051.92 3129.69
1655935356 426912233 406008228 0 5014874 19275654 18858874 20576 437 90725.23 93454.09 4059.32 3276.77
1655935366 426912480 406008230 0 5014874 19278600 18859349 20576 438 90649.30 93380.41 4135.20 3351.48
1655935376 426912917 406008230 0 5014874 19281195 18860319 20576 438 90542.20 93305.58 4242.82 3425.26
1655935386 426913837 406008230 0 5014874 19281463 18860600 20576 438 90516.04 93182.94 4268.54 3547.88
1655935396 426914400 406008230 0 5014874 19282163 18860653 20576 438 90479.68 93207.41 4304.32 3522.01
1655935407 426914851 406008234 0 5014874 19282626 18860927 20576 438 90559.79 93444.98 4225.24 3285.51
1655935417 426915031 406008234 0 5014874 19282778 18861045 20576 438 90525.03 93401.41 4259.58 3330.55
1655935427 426915325 406008234 0 5014874 19282883 18861231 20576 438 90500.70 93346.84 4283.84 3383.61
1655935437 426915559 406008234 0 5014874 19282965 18861296 20576 438 90479.30 93367.39 4305.25 3363.95
1655935448 426915559 406008234 0 5014874 19283015 18861393 20576 438 90760.29 93539.00 4024.21 3191.46
1655935458 426915559 406008234 0 5014874 19283051 18861444 20576 438 90761.52 93540.32 4023.48 3191.14
1655935468 426915559 406008234 0 5014874 19283085 18861494 20576 438 90759.89 93539.87 4023.77 3190.95
1655935478 426915559 406008234 0 5014874 19283136 18861529 20576 438 90761.22 93539.54 4023.27 3191.41
1655935488 426915559 406008234 0 5014874 19283173 18861580 20576 438 90760.68 93540.43 4024.31 3191.04
1655935498 426915559 406008234 0 5014874 19283210 18861629 20576 438 90761.29 93540.57 4023.74 3190.40
1655935509 426915559 406008234 0 5014874 19283246 18861680 20576 438 90760.99 93540.30 4024.01 3190.64
1655935519 426915559 406008234 0 5014874 19283282 18861729 20576 438 90762.04 93540.79 4022.57 3190.59
1655935529 426915559 406008234 0 5014874 19283332 18861766 20576 438 90761.83 93540.00 4022.67 3190.98
1655935539 426915559 406008234 0 5014874 19283368 18861816 20576 438 90761.49 93540.90 4023.08 3189.58
1655935549 426915559 406008234 0 5014874 19283404 18861867 20576 438 90762.30 93540.38 4022.69 3190.59
1655935559 426915559 406008234 0 5014874 19283442 18861914 20576 438 90762.70 93540.74 4022.44 3190.13
1655935570 426915559 406008234 0 5014874 19283494 18861950 20576 438 90763.14 93540.90 4021.88 3190.57
1655935580 426915559 406008234 0 5014874 19283528 18862000 20576 438 90763.30 93540.29 4021.20 3190.08
1655935590 426915559 406008234 0 5014874 19283567 18862048 20576 438 90762.10 93541.32 4022.03 3190.05
1655935600 426915559 406008234 0 5014874 19283619 18862083 20576 438 90761.21 93541.91 4023.46 3189.42
1655935610 426915559 406008234 0 5014874 19283672 18862117 20576 438 90761.23 93541.96 4023.44 3188.86
1655935620 426915559 406008234 0 5014874 19283724 18862152 20576 438 90762.17 93542.02 4022.82 3187.93
1655935630 426915559 406008234 0 5014874 19283760 18862203 20576 438 90761.20 93542.16 4022.94 3188.70
1655935641 426915559 406008234 0 5014874 19283811 18862238 20576 438 90762.03 93542.69 4023.11 3187.64
1655935651 426915559 406008234 0 5014874 19283865 18862272 20576 438 90761.66 93543.40 4022.96 3187.44
1655935661 426915560 406008234 0 5014874 19283917 18862306 20576 438 90760.89 93543.42 4024.75 3187.43
1655935671 426915560 406008234 0 5014874 19283955 18862354 20576 438 90761.89 93542.63 4022.61 3188.83
1655935681 426915560 406008234 0 5014874 19283992 18862405 20576 438 90760.18 93542.09 4024.32 3188.82
1655935691 426915560 406008234 0 5014874 19284030 18862452 20576 438 90762.61 93543.09 4022.53 3188.24
1655935701 426915560 406008234 0 5014874 19284081 18862488 20576 438 90762.39 93543.49 4022.62 3187.98
1655935713 426915560 406008234 0 5014874 19284117 18862538 20576 438 90762.17 93543.30 4022.89 3189.16
1655935723 426915560 406008234 0 5014874 19284154 18862588 20576 438 90762.50 93541.72 4022.53 3188.76
1655935733 426915560 406008234 0 5014874 19284190 18862638 20576 438 90762.46 93541.82 4022.56 3188.67
1655935743 426915560 406008234 0 5014874 19284226 18862688 20576 438 90761.59 93542.47 4023.43 3188.50
1655935753 426915560 406008234 0 5014874 19284263 18862739 20576 438 90762.52 93541.70 4022.52 3188.79
1655935763 426915560 406008234 0 5014874 19284300 18862789 20576 438 90763.42 93543.27 4021.24 3187.55
