#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1655935341 742937010 732296444 0 0 3411750 3422543 2407 416 92369.30 93658.45 2415.20 3072.50
1655935352 742937010 732296444 0 0 3411973 3422894 2407 416 92340.92 93552.48 2443.70 3178.36
1655935362 742937110 732296450 0 0 3414101 3424838 2407 416 92114.29 91684.96 2669.23 5045.37
1655935372 742937354 732296456 0 0 3416795 3426152 2407 416 91993.36 91641.99 2791.67 5089.46
1655935382 742937689 732296458 0 0 3417023 3428719 2407 416 91926.38 91479.11 2857.62 5252.25
1655935392 742938557 732296462 0 0 3417287 3428782 2407 416 91816.94 91522.24 2968.59 5208.09
1655935402 742938900 732296464 0 0 3417462 3429522 2407 416 91978.69 91681.15 2805.31 5049.84
1655935413 742938992 732296464 0 0 3417515 3429605 2407 416 92243.86 91718.54 2540.68 5012.92
1655935423 742938992 732296464 0 0 3417552 3429662 2407 416 92244.71 91718.75 2539.36 5012.08
1655935433 742938992 732296464 0 0 3417607 3429702 2407 416 92244.42 91719.68 2539.77 5011.66
1655935443 742938992 732296464 0 0 3417663 3429743 2407 416 92244.52 91719.46 2539.61 5011.40
1655935453 742938992 732296464 0 0 3417718 3429780 2407 416 92255.10 91722.80 2529.94 5009.09
1655935463 742938992 732296464 0 0 3417755 3429833 2407 416 92254.80 91722.12 2530.19 5009.32
1655935474 742938992 732296464 0 0 3417796 3429886 2407 416 92254.43 91723.08 2529.57 5008.38
1655935484 742938992 732296464 0 0 3417837 3429936 2407 416 92254.71 91722.63 2529.93 5008.19
1655935494 742938992 732296464 0 0 3417893 3429972 2407 416 92256.37 91723.84 2528.78 5006.98
1655935504 742938992 732296464 0 0 3417945 3430009 2407 416 92256.64 91722.75 2527.86 5008.69
1655935514 742938992 732296464 0 0 3417986 3430060 2407 416 92258.49 91723.98 2526.52 5007.95
1655935524 742938992 732296464 0 0 3418025 3430114 2407 416 92256.65 91722.84 2527.95 5008.57
1655935534 742938992 732296464 0 0 3418080 3430151 2407 416 92256.99 91724.82 2528.13 5006.01
1655935545 742938992 732296464 0 0 3418133 3430188 2407 416 92256.57 91724.17 2528.05 5006.66
1655935555 742938992 732296464 0 0 3418188 3430224 2407 416 92256.34 91724.05 2528.76 5006.89
1655935565 742938992 732296464 0 0 3418229 3430275 2407 416 92256.09 91723.77 2528.03 5007.06
1655935575 742938992 732296464 0 0 3418283 3430310 2407 416 92256.93 91724.90 2527.57 5006.02
1655935585 742938992 732296464 0 0 3418324 3430363 2407 416 92257.34 91724.16 2527.82 5006.66
1655935595 742938992 732296464 0 0 3418378 3430399 2407 416 92257.30 91725.67 2527.20 5006.25
1655935606 742938992 732296464 0 0 3418420 3430451 2407 416 92261.61 91724.74 2522.89 5006.21
1655935616 742938992 732296464 0 0 3418459 3430502 2407 416 92261.36 91723.67 2523.22 5007.27
1655935626 742938992 732296464 0 0 3418498 3430554 2407 416 92263.25 91723.37 2521.24 5008.09
1655935636 742938992 732296464 0 0 3418539 3430605 2407 416 92263.53 91723.27 2521.05 5007.68
1655935646 742938992 732296464 0 0 3418577 3430660 2407 416 92263.43 91723.85 2521.72 5006.97
1655935656 742938992 732296464 0 0 3418631 3430698 2407 416 92262.80 91724.14 2521.31 5007.28
1655935667 742938992 732296464 0 0 3418683 3430737 2407 416 92262.36 91724.27 2522.26 5006.55
1655935677 742938992 732296464 0 0 3418738 3430774 2407 416 92261.69 91724.40 2522.92 5006.43
1655935687 742938992 732296464 0 0 3418794 3430811 2407 416 92261.95 91725.80 2522.65 5005.06
1655935697 742938992 732296464 0 0 3418848 3430849 2407 416 92262.09 91724.76 2522.01 5006.65
1655935707 742938992 732296464 0 0 3418903 3430885 2407 416 92263.42 91725.02 2521.58 5006.46
